"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 4 default","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 5 default"
"","variation","by20249913","2x5 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","493","","0","0","","","","","1","","","2499","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","110","Ölçü","2x5 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","TYC0BF9A8127740985193AF09","Çocuk Balkon Güvenlik Filesi 2x5 Mt 4mm İp Kalınlığı 4x4 Gözenekli + Montaj Aparatları","1","0","visible","","Ürün İçeriği: 
- 4x4cm göz aralığında, 4mm ip kalınlığında, 2x5 metre boyutlarında BEYAZ çocuk güvenlik filesi, -15 metre 4mm kalınlığında iskota/dağcı halatı, -10 adet 23/150 açık piton kanca, -4 adet 6mm çelik kanca Çocuklarınız İçin Maksimum Güvenlik: Çocuk güvenlik filelerimiz, küçük çocukların balkon, merdiven, pencere gibi tehlikeli alanlarda düşme riskine karşı özel olarak üretilmiştir.
 Üstün Malzeme Kalitesi: Ürünlerimizde yüksek mukavemetli, UV katkılı iplikler kullanılır.
 Güneş, yağmur, rüzgar gibi dış etkenlerden etkilenmez.
 Esneme yapmaz, zamanla incelmez.
 Kediniz kemirerek ya da tırmalayarak kopartamaz.
 Sağlam ve Kolay Montaj: Ürünümüz, balkon demirlerine veya korkuluklara kolayca monte edilebilecek şekilde tasarlanmıştır.
 Montaj konusunda endişeleriniz varsa gönderdiğimiz kargonun içerisinde yer alan Garanti Belgesi'nde bulunan QR kodu kullanarak, sizler için hazırladığımız kurulum videosundan profesyonel destek alabilirsiniz.
 Estetik ve Uyumlu Tasarım: Görünümü rahatsız etmeyen sade dokusuyla balkonunuzun estetik çizgisine uyum sağlar.
 Görüşü engellemeden koruma sağlayan filelerimizde evinizin konseptine uygunluğu açısından siyah ve beyaz olmak üzere iki renk çeşidi bulunmaktadır.
 Dış Mekanlara Uygun: Filemiz Türkiye standartları göz önünde bulundurularak örülmüş olup ülkemizde gerçekleşen bütün hava durumlarına karşı dayanıklıdır.
 Güneşte sertleşmez, soğukta çatlamaz.
 Çürümelere karşı 5 yıllık garanti kapsamı firmamız tarafından sağlanmaktadır.","","","taxable","","1","499","","0","0","","","","","1","","","2299","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","111","Ölçü","2x5 m","1","1","","İp Kalınlığı","4 mm","1","1","","Göz Aralığı","4x4","1","1","","Renk","Standart","1","1","","Mukavemet","Güçlü","1","1",""
"","variation","by20249914","2x6 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","496","","0","0","","","","","1","","","2099","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","112","Ölçü","2x6 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","TYC0BF9A8127740985193AF10","Çocuk Balkon Güvenlik Filesi 2x6 Mt 4mm İp Kalınlığı 4x4 Gözenekli + Montaj Aparatları","1","0","visible","","Ürün İçeriği: 
- 4x4cm göz aralığında, 4mm ip kalınlığında, 2x6 metre boyutlarında BEYAZ çocuk güvenlik filesi, -17 metre 4mm kalınlığında iskota/dağcı halatı, -12 adet 23/150 açık piton kanca, -4 adet 6mm çelik kanca Çocuklarınız İçin Maksimum Güvenlik: Çocuk güvenlik filelerimiz, küçük çocukların balkon, merdiven, pencere gibi tehlikeli alanlarda düşme riskine karşı özel olarak üretilmiştir.
 Üstün Malzeme Kalitesi: Ürünlerimizde yüksek mukavemetli, UV katkılı iplikler kullanılır.
 Güneş, yağmur, rüzgar gibi dış etkenlerden etkilenmez.
 Esneme yapmaz, zamanla incelmez.
 Kediniz kemirerek ya da tırmalayarak kopartamaz.
 Sağlam ve Kolay Montaj: Ürünümüz, balkon demirlerine veya korkuluklara kolayca monte edilebilecek şekilde tasarlanmıştır.
 Montaj konusunda endişeleriniz varsa gönderdiğimiz kargonun içerisinde yer alan Garanti Belgesi'nde bulunan QR kodu kullanarak, sizler için hazırladığımız kurulum videosundan profesyonel destek alabilirsiniz.
 Estetik ve Uyumlu Tasarım: Görünümü rahatsız etmeyen sade dokusuyla balkonunuzun estetik çizgisine uyum sağlar.
 Görüşü engellemeden koruma sağlayan filelerimizde evinizin konseptine uygunluğu açısından siyah ve beyaz olmak üzere iki renk çeşidi bulunmaktadır.
 Dış Mekanlara Uygun: Filemiz Türkiye standartları göz önünde bulundurularak örülmüş olup ülkemizde gerçekleşen bütün hava durumlarına karşı dayanıklıdır.
 Güneşte sertleşmez, soğukta çatlamaz.
 Çürümelere karşı 5 yıllık garanti kapsamı firmamız tarafından sağlanmaktadır.","","","taxable","","1","500","","0","0","","","","","1","","","2499","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","113","Ölçü","2x6 m","1","1","","İp Kalınlığı","4 mm","1","1","","Göz Aralığı","4x4","1","1","","Renk","Standart","1","1","","Mukavemet","Güçlü","1","1",""
"","variation","by20249915","2x7 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","496","","0","0","","","","","1","","","2899","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","114","Ölçü","2x7 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","TYC0BF9A8127740985193AF11","Çocuk Balkon Güvenlik Filesi 2x7 Mt 4mm İp Kalınlığı 4x4 Gözenekli + Montaj Aparatları","1","0","visible","","Ürün İçeriği: 
- 4x4cm göz aralığında, 4mm ip kalınlığında, 2x7 metre boyutlarında BEYAZ çocuk güvenlik filesi, -19 metre 4mm kalınlığında iskota/dağcı halatı, -14 adet 23/150 açık piton kanca, -4 adet 6mm çelik kanca Çocuklarınız İçin Maksimum Güvenlik: Çocuk güvenlik filelerimiz, küçük çocukların balkon, merdiven, pencere gibi tehlikeli alanlarda düşme riskine karşı özel olarak üretilmiştir.
 Üstün Malzeme Kalitesi: Ürünlerimizde yüksek mukavemetli, UV katkılı iplikler kullanılır.
 Güneş, yağmur, rüzgar gibi dış etkenlerden etkilenmez.
 Esneme yapmaz, zamanla incelmez.
 Kediniz kemirerek ya da tırmalayarak kopartamaz.
 Sağlam ve Kolay Montaj: Ürünümüz, balkon demirlerine veya korkuluklara kolayca monte edilebilecek şekilde tasarlanmıştır.
 Montaj konusunda endişeleriniz varsa gönderdiğimiz kargonun içerisinde yer alan Garanti Belgesi'nde bulunan QR kodu kullanarak, sizler için hazırladığımız kurulum videosundan profesyonel destek alabilirsiniz.
 Estetik ve Uyumlu Tasarım: Görünümü rahatsız etmeyen sade dokusuyla balkonunuzun estetik çizgisine uyum sağlar.
 Görüşü engellemeden koruma sağlayan filelerimizde evinizin konseptine uygunluğu açısından siyah ve beyaz olmak üzere iki renk çeşidi bulunmaktadır.
 Dış Mekanlara Uygun: Filemiz Türkiye standartları göz önünde bulundurularak örülmüş olup ülkemizde gerçekleşen bütün hava durumlarına karşı dayanıklıdır.
 Güneşte sertleşmez, soğukta çatlamaz.
 Çürümelere karşı 5 yıllık garanti kapsamı firmamız tarafından sağlanmaktadır.","","","taxable","","1","497","","0","0","","","","","1","","","2699","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","115","Ölçü","2x7 m","1","1","","İp Kalınlığı","4 mm","1","1","","Göz Aralığı","4x4","1","1","","Renk","Standart","1","1","","Mukavemet","Güçlü","1","1",""
"","variation","TYC0BF9A8127740985193AF12","Çocuk Balkon Güvenlik Filesi 2x8 Mt 4mm İp Kalınlığı 4x4 Gözenekli + Montaj Aparatları","1","0","visible","","Ürün İçeriği: 
- 4x4cm göz aralığında, 4mm ip kalınlığında, 2x8 metre boyutlarında BEYAZ çocuk güvenlik filesi, -21 metre 4mm kalınlığında iskota/dağcı halatı, -16 adet 23/150 açık piton kanca, -4 adet 6mm çelik kanca Çocuklarınız İçin Maksimum Güvenlik: Çocuk güvenlik filelerimiz, küçük çocukların balkon, merdiven, pencere gibi tehlikeli alanlarda düşme riskine karşı özel olarak üretilmiştir.
 Üstün Malzeme Kalitesi: Ürünlerimizde yüksek mukavemetli, UV katkılı iplikler kullanılır.
 Güneş, yağmur, rüzgar gibi dış etkenlerden etkilenmez.
 Esneme yapmaz, zamanla incelmez.
 Kediniz kemirerek ya da tırmalayarak kopartamaz.
 Sağlam ve Kolay Montaj: Ürünümüz, balkon demirlerine veya korkuluklara kolayca monte edilebilecek şekilde tasarlanmıştır.
 Montaj konusunda endişeleriniz varsa gönderdiğimiz kargonun içerisinde yer alan Garanti Belgesi'nde bulunan QR kodu kullanarak, sizler için hazırladığımız kurulum videosundan profesyonel destek alabilirsiniz.
 Estetik ve Uyumlu Tasarım: Görünümü rahatsız etmeyen sade dokusuyla balkonunuzun estetik çizgisine uyum sağlar.
 Görüşü engellemeden koruma sağlayan filelerimizde evinizin konseptine uygunluğu açısından siyah ve beyaz olmak üzere iki renk çeşidi bulunmaktadır.
 Dış Mekanlara Uygun: Filemiz Türkiye standartları göz önünde bulundurularak örülmüş olup ülkemizde gerçekleşen bütün hava durumlarına karşı dayanıklıdır.
 Güneşte sertleşmez, soğukta çatlamaz.
 Çürümelere karşı 5 yıllık garanti kapsamı firmamız tarafından sağlanmaktadır.","","","taxable","","1","499","","0","0","","","","","1","","","2999","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","116","Ölçü","2x8 m","1","1","","İp Kalınlığı","4 mm","1","1","","Göz Aralığı","4x4","1","1","","Renk","Standart","1","1","","Mukavemet","Güçlü","1","1",""
"","variation","by20249917","2x9 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","500","","0","0","","","","","1","","","3249","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","117","Ölçü","2x9 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","TYC0BF9A8127740985193AF13","Çocuk Balkon Güvenlik Filesi 2x9 Mt 4mm İp Kalınlığı 4x4 Gözenekli + Montaj Aparatları","1","0","visible","","Ürün İçeriği: 
- 4x4cm göz aralığında, 4mm ip kalınlığında, 2x9 metre boyutlarında BEYAZ çocuk güvenlik filesi, -23 metre 4mm kalınlığında iskota/dağcı halatı, -18 adet 23/150 açık piton kanca, -4 adet 6mm çelik kanca Çocuklarınız İçin Maksimum Güvenlik: Çocuk güvenlik filelerimiz, küçük çocukların balkon, merdiven, pencere gibi tehlikeli alanlarda düşme riskine karşı özel olarak üretilmiştir.
 Üstün Malzeme Kalitesi: Ürünlerimizde yüksek mukavemetli, UV katkılı iplikler kullanılır.
 Güneş, yağmur, rüzgar gibi dış etkenlerden etkilenmez.
 Esneme yapmaz, zamanla incelmez.
 Kediniz kemirerek ya da tırmalayarak kopartamaz.
 Sağlam ve Kolay Montaj: Ürünümüz, balkon demirlerine veya korkuluklara kolayca monte edilebilecek şekilde tasarlanmıştır.
 Montaj konusunda endişeleriniz varsa gönderdiğimiz kargonun içerisinde yer alan Garanti Belgesi'nde bulunan QR kodu kullanarak, sizler için hazırladığımız kurulum videosundan profesyonel destek alabilirsiniz.
 Estetik ve Uyumlu Tasarım: Görünümü rahatsız etmeyen sade dokusuyla balkonunuzun estetik çizgisine uyum sağlar.
 Görüşü engellemeden koruma sağlayan filelerimizde evinizin konseptine uygunluğu açısından siyah ve beyaz olmak üzere iki renk çeşidi bulunmaktadır.
 Dış Mekanlara Uygun: Filemiz Türkiye standartları göz önünde bulundurularak örülmüş olup ülkemizde gerçekleşen bütün hava durumlarına karşı dayanıklıdır.
 Güneşte sertleşmez, soğukta çatlamaz.
 Çürümelere karşı 5 yıllık garanti kapsamı firmamız tarafından sağlanmaktadır.","","","taxable","","1","499","","0","0","","","","","1","","","3099","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","118","Ölçü","2x9 m","1","1","","İp Kalınlığı","4 mm","1","1","","Göz Aralığı","4x4","1","1","","Renk","Standart","1","1","","Mukavemet","Güçlü","1","1",""
"","variation","by20249918","2x10 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","499","","0","0","","","","","1","","","3399","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","119","Ölçü","2x10 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","TYC0BF9A8127740985193AF14","Çocuk Balkon Güvenlik Filesi 2x10 Mt 4mm İp Kalınlığı 4x4 Gözenekli + Montaj Aparatları","1","0","visible","","Ürün İçeriği: 
- 4x4cm göz aralığında, 4mm ip kalınlığında, 2x10 metre boyutlarında BEYAZ çocuk güvenlik filesi, -25 metre 4mm kalınlığında iskota/dağcı halatı, -20 adet 23/150 açık piton kanca, -4 adet 6mm çelik kanca Çocuklarınız İçin Maksimum Güvenlik: Çocuk güvenlik filelerimiz, küçük çocukların balkon, merdiven, pencere gibi tehlikeli alanlarda düşme riskine karşı özel olarak üretilmiştir.
 Üstün Malzeme Kalitesi: Ürünlerimizde yüksek mukavemetli, UV katkılı iplikler kullanılır.
 Güneş, yağmur, rüzgar gibi dış etkenlerden etkilenmez.
 Esneme yapmaz, zamanla incelmez.
 Kediniz kemirerek ya da tırmalayarak kopartamaz.
 Sağlam ve Kolay Montaj: Ürünümüz, balkon demirlerine veya korkuluklara kolayca monte edilebilecek şekilde tasarlanmıştır.
 Montaj konusunda endişeleriniz varsa gönderdiğimiz kargonun içerisinde yer alan Garanti Belgesi'nde bulunan QR kodu kullanarak, sizler için hazırladığımız kurulum videosundan profesyonel destek alabilirsiniz.
 Estetik ve Uyumlu Tasarım: Görünümü rahatsız etmeyen sade dokusuyla balkonunuzun estetik çizgisine uyum sağlar.
 Görüşü engellemeden koruma sağlayan filelerimizde evinizin konseptine uygunluğu açısından siyah ve beyaz olmak üzere iki renk çeşidi bulunmaktadır.
 Dış Mekanlara Uygun: Filemiz Türkiye standartları göz önünde bulundurularak örülmüş olup ülkemizde gerçekleşen bütün hava durumlarına karşı dayanıklıdır.
 Güneşte sertleşmez, soğukta çatlamaz.
 Çürümelere karşı 5 yıllık garanti kapsamı firmamız tarafından sağlanmaktadır.","","","taxable","","1","496","","0","0","","","","","1","","","3299","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","120","Ölçü","2x10 m","1","1","","İp Kalınlığı","4 mm","1","1","","Göz Aralığı","4x4","1","1","","Renk","Standart","1","1","","Mukavemet","Güçlü","1","1",""
"","variation","by20249919","2x11 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","499","","0","0","","","","","1","","","3499","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","121","Ölçü","2x11 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","TYC0BF9A8127740985193AF15","Çocuk Balkon Güvenlik Filesi 2x11 Mt 4mm İp Kalınlığı 4x4 Gözenekli + Montaj Aparatları","1","0","visible","","Ürün İçeriği: 
- 4x4cm göz aralığında, 4mm ip kalınlığında, 2x11 metre boyutlarında BEYAZ çocuk güvenlik filesi, -27 metre 4mm kalınlığında iskota/dağcı halatı, -22 adet 23/150 açık piton kanca, -4 adet 6mm çelik kanca Çocuklarınız İçin Maksimum Güvenlik: Çocuk güvenlik filelerimiz, küçük çocukların balkon, merdiven, pencere gibi tehlikeli alanlarda düşme riskine karşı özel olarak üretilmiştir.
 Üstün Malzeme Kalitesi: Ürünlerimizde yüksek mukavemetli, UV katkılı iplikler kullanılır.
 Güneş, yağmur, rüzgar gibi dış etkenlerden etkilenmez.
 Esneme yapmaz, zamanla incelmez.
 Kediniz kemirerek ya da tırmalayarak kopartamaz.
 Sağlam ve Kolay Montaj: Ürünümüz, balkon demirlerine veya korkuluklara kolayca monte edilebilecek şekilde tasarlanmıştır.
 Montaj konusunda endişeleriniz varsa gönderdiğimiz kargonun içerisinde yer alan Garanti Belgesi'nde bulunan QR kodu kullanarak, sizler için hazırladığımız kurulum videosundan profesyonel destek alabilirsiniz.
 Estetik ve Uyumlu Tasarım: Görünümü rahatsız etmeyen sade dokusuyla balkonunuzun estetik çizgisine uyum sağlar.
 Görüşü engellemeden koruma sağlayan filelerimizde evinizin konseptine uygunluğu açısından siyah ve beyaz olmak üzere iki renk çeşidi bulunmaktadır.
 Dış Mekanlara Uygun: Filemiz Türkiye standartları göz önünde bulundurularak örülmüş olup ülkemizde gerçekleşen bütün hava durumlarına karşı dayanıklıdır.
 Güneşte sertleşmez, soğukta çatlamaz.
 Çürümelere karşı 5 yıllık garanti kapsamı firmamız tarafından sağlanmaktadır.","","","taxable","","1","500","","0","0","","","","","1","","","3599","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","122","Ölçü","2x11 m","1","1","","İp Kalınlığı","4 mm","1","1","","Göz Aralığı","4x4","1","1","","Renk","Standart","1","1","","Mukavemet","Güçlü","1","1",""
"","variation","TYC0BF9A8127740985193AF16","Çocuk Balkon Güvenlik Filesi 2x12 Mt 4mm İp Kalınlığı 4x4 Gözenekli + Montaj Aparatları","1","0","visible","","Ürün İçeriği: 
- 4x4cm göz aralığında, 4mm ip kalınlığında, 2x12 metre boyutlarında BEYAZ çocuk güvenlik filesi, -29 metre 4mm kalınlığında iskota/dağcı halatı, -24 adet 23/150 açık piton kanca, -4 adet 6mm çelik kanca Çocuklarınız İçin Maksimum Güvenlik: Çocuk güvenlik filelerimiz, küçük çocukların balkon, merdiven, pencere gibi tehlikeli alanlarda düşme riskine karşı özel olarak üretilmiştir.
 Üstün Malzeme Kalitesi: Ürünlerimizde yüksek mukavemetli, UV katkılı iplikler kullanılır.
 Güneş, yağmur, rüzgar gibi dış etkenlerden etkilenmez.
 Esneme yapmaz, zamanla incelmez.
 Kediniz kemirerek ya da tırmalayarak kopartamaz.
 Sağlam ve Kolay Montaj: Ürünümüz, balkon demirlerine veya korkuluklara kolayca monte edilebilecek şekilde tasarlanmıştır.
 Montaj konusunda endişeleriniz varsa gönderdiğimiz kargonun içerisinde yer alan Garanti Belgesi'nde bulunan QR kodu kullanarak, sizler için hazırladığımız kurulum videosundan profesyonel destek alabilirsiniz.
 Estetik ve Uyumlu Tasarım: Görünümü rahatsız etmeyen sade dokusuyla balkonunuzun estetik çizgisine uyum sağlar.
 Görüşü engellemeden koruma sağlayan filelerimizde evinizin konseptine uygunluğu açısından siyah ve beyaz olmak üzere iki renk çeşidi bulunmaktadır.
 Dış Mekanlara Uygun: Filemiz Türkiye standartları göz önünde bulundurularak örülmüş olup ülkemizde gerçekleşen bütün hava durumlarına karşı dayanıklıdır.
 Güneşte sertleşmez, soğukta çatlamaz.
 Çürümelere karşı 5 yıllık garanti kapsamı firmamız tarafından sağlanmaktadır.","","","taxable","","1","500","","0","0","","","","","1","","","3749","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","123","Ölçü","2x12 m","1","1","","İp Kalınlığı","4 mm","1","1","","Göz Aralığı","4x4","1","1","","Renk","Standart","1","1","","Mukavemet","Güçlü","1","1",""
"","variation","by20249921","2x13 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","500","","0","0","","","","","1","","","3999","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","124","Ölçü","2x13 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","TYC0BF9A8127740985193AF17","Çocuk Balkon Güvenlik Filesi 2x13 Mt 4mm İp Kalınlığı 4x4 Gözenekli + Montaj Aparatları","1","0","visible","","Ürün İçeriği: 
- 4x4cm göz aralığında, 4mm ip kalınlığında, 2x13 metre boyutlarında BEYAZ çocuk güvenlik filesi, -31 metre 4mm kalınlığında iskota/dağcı halatı, -26 adet 23/150 açık piton kanca, -4 adet 6mm çelik kanca Çocuklarınız İçin Maksimum Güvenlik: Çocuk güvenlik filelerimiz, küçük çocukların balkon, merdiven, pencere gibi tehlikeli alanlarda düşme riskine karşı özel olarak üretilmiştir.
 Üstün Malzeme Kalitesi: Ürünlerimizde yüksek mukavemetli, UV katkılı iplikler kullanılır.
 Güneş, yağmur, rüzgar gibi dış etkenlerden etkilenmez.
 Esneme yapmaz, zamanla incelmez.
 Kediniz kemirerek ya da tırmalayarak kopartamaz.
 Sağlam ve Kolay Montaj: Ürünümüz, balkon demirlerine veya korkuluklara kolayca monte edilebilecek şekilde tasarlanmıştır.
 Montaj konusunda endişeleriniz varsa gönderdiğimiz kargonun içerisinde yer alan Garanti Belgesi'nde bulunan QR kodu kullanarak, sizler için hazırladığımız kurulum videosundan profesyonel destek alabilirsiniz.
 Estetik ve Uyumlu Tasarım: Görünümü rahatsız etmeyen sade dokusuyla balkonunuzun estetik çizgisine uyum sağlar.
 Görüşü engellemeden koruma sağlayan filelerimizde evinizin konseptine uygunluğu açısından siyah ve beyaz olmak üzere iki renk çeşidi bulunmaktadır.
 Dış Mekanlara Uygun: Filemiz Türkiye standartları göz önünde bulundurularak örülmüş olup ülkemizde gerçekleşen bütün hava durumlarına karşı dayanıklıdır.
 Güneşte sertleşmez, soğukta çatlamaz.
 Çürümelere karşı 5 yıllık garanti kapsamı firmamız tarafından sağlanmaktadır.","","","taxable","","1","500","","0","0","","","","","1","","","3899","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","125","Ölçü","2x13 m","1","1","","İp Kalınlığı","4 mm","1","1","","Göz Aralığı","4x4","1","1","","Renk","Standart","1","1","","Mukavemet","Güçlü","1","1",""
"","variation","by20249923","2x15 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","500","","0","0","","","","","1","","","4249","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","126","Ölçü","2x15 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","by20249924","2x16 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","500","","0","0","","","","","1","","","4499","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","127","Ölçü","2x16 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","by20249925","2x17 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","500","","0","0","","","","","1","","","4599","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","128","Ölçü","2x17 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","by20249926","2x18 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","500","","0","0","","","","","1","","","4849","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","129","Ölçü","2x18 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","by20249928","2x20 Mt Balkon Çocuk Güvenlik Filesi -6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","500","","0","0","","","","","1","","","4149","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","130","Ölçü","2x20 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
"","variation","by202799101","3x2 Mt Balkon Çocuk Güvenlik Filesi - 6mm Kalınlık, 10x10 Gözenek + Montaj Aparatları-Çelik Dubel","1","0","visible","","","","","taxable","","1","488","","0","0","","","","","1","","","1399","Güvenlik Filesi > Çocuk Filesi","","","https://i.hizliresim.com/487ea0g.jpg","","","parent-cocuk-filesi","","","","","","131","Ölçü","3x2 m","1","1","","İp Kalınlığı","6 mm","1","1","","Göz Aralığı","10x10","1","1","","Renk","Standart","1","1","","Mukavemet","Yüksek","1","1",""
